0,1,2,3,4,5,6,7,8
0.6938322733353387,0.07402547292978771,0.0007702735428619058,0.3732809430255402,0.566491614433339,0.4904904904904905,0.3858862690541687,0.9306520529628335,0.3876853494183655
0.6940976404072505,0.07464220698407241,0.000761699432172782,0.006999017681728878,0.00626799932237887,0.5405405405405406,0.4481096106594928,0.7847361982781241,0.415556484128087
0.6944215554391,0.07451910989151772,0.023749069361378536,0.0025785854616895906,0.07538539725563353,0.5125125125125125,0.5189642633367052,0.8454888500969452,0.49095924582036576
0.6951748605703019,0.07348732751294898,0.0007513007567014012,0.3732809430255402,0.566491614433339,0.5095095095095096,0.38878454913499016,0.7203615564641834,0.452852054310778
0.6952253610108106,0.07419948361311439,0.0008821283599248948,0.3732809430255402,0.566491614433339,0.5115115115115115,0.4171027412066558,0.6423866010394135,0.3539182363112704
0.6950824170063243,0.07516177661604242,0.000830662419155006,0.007121807465618864,0.014907674064035703,0.5935935935935936,0.5937347063565979,0.7784483699212588,0.42006081243607407
0.695150516942771,0.0730719062561242,0.019480883032721434,0.0025785854616895906,0.07538539725563353,0.5585585585585586,0.48382348185556595,0.8665478267112825,0.47287871881036264
0.6952918290407744,0.07534817028569567,0.0008307081452568527,0.3732809430255402,0.566491614433339,0.5145145145145146,0.5145103843153794,0.783305332051836,0.44091924337549365
0.6953888295146076,0.0741276408355087,0.0007885751818295919,0.006999017681728878,0.00626799932237887,0.5945945945945946,0.43697874886193816,0.7039903662476243,0.45872303293269295
0.6955824148663954,0.07391634260660579,0.008332267762739968,0.0027013752455795695,0.07148907335253263,0.3993993993993994,0.5163111966268228,0.7421580758297985,0.4502749073618564
0.6956049631197315,0.07465184906705341,0.0007654881663257905,0.3732809430255402,0.566491614433339,0.5055055055055055,0.49969911528712124,0.83028876483161,0.41758639220504806
0.6960250577246028,0.07432871301038403,0.0008881785764292338,0.3732809430255402,0.566491614433339,0.5465465465465466,0.4729459967042363,0.7940481548415255,0.435601631501439
0.6960914216576942,0.07540278813589507,0.0007821548638560206,0.3732809430255402,0.566491614433339,0.5435435435435435,0.5494232009378672,0.8250375742168514,0.40450537956141397
0.6963226208113145,0.07383544605931043,0.0007734949000777152,0.3732809430255402,0.566491614433339,0.5455455455455456,0.4842619596044545,0.8728421504589863,0.3953640717918555
0.6964376561672438,0.07415789702879763,0.014226125261592917,0.0027013752455795695,0.07148907335253263,0.3883883883883884,0.4375522954376557,0.885134957355614,0.4766384420509326
0.6970751913273254,0.07561541754012299,0.05152547391484737,0.0025785854616895906,0.07538539725563353,0.5865865865865866,0.5984277688175001,0.7150728818288116,0.5462396480580918
0.6965651981884751,0.07344734769446294,0.0008111347607463785,0.007121807465618864,0.014907674064035703,0.03403403403403404,0.5701030451049668,0.7424237017588436,0.4037825597115376
0.6966596655064777,0.07549404508978771,0.22064879941720564,0.0025785854616895906,0.07538539725563353,0.5825825825825826,0.6854502213577356,0.7038583880146667,0.49274900323228865
0.697226480101245,0.07373591416669886,0.0008167570182648628,0.006999017681728878,0.00626799932237887,0.6276276276276277,0.4684164915307522,0.8208967736893872,0.4200631801998487
0.6971950115771353,0.07517027992166449,0.014353915718468039,0.0025785854616895906,0.07538539725563353,0.6316316316316316,0.4128633285445366,0.7189064842711591,0.4991172735962756
0.6975351431601614,0.07432675560490776,0.0007215130942241359,0.007121807465618864,0.014907674064035703,0.6226226226226227,0.5944785220050393,0.77448672751339,0.42519990115685047
0.6979410726742731,0.07466664331135991,0.0007653201928904355,0.0027013752455795695,0.07148907335253263,0.42942942942942947,0.37852214846458865,0.6935538555722219,0.448181549559573
0.6982765551247391,0.07447160700548976,0.17344365414481827,0.0027013752455795695,0.07148907335253263,0.42042042042042044,0.6228434560859244,0.7199009716601817,0.4563740565036162
0.6982948619252815,0.07497565993020085,0.0007727502178476411,0.2814341846758349,0.43401660172793655,0.3553553553553554,0.4511436268345066,0.7794574792046842,0.4213078964630906
0.6977329711521597,0.07478105809229627,0.000788369880964158,0.3732809430255402,0.566491614433339,0.5945945945945946,0.5972227767066995,0.7401925268049182,0.39274808817478113
0.6981356198336653,0.07390214829549166,0.022567973482536932,0.0027013752455795695,0.07148907335253263,0.4364364364364365,0.43046320425084755,0.9034016140671051,0.44581611148932887
0.6981706280472427,0.07299119427452166,0.004746669484220721,0.0025785854616895906,0.07538539725563353,0.6366366366366366,0.46002377856023957,0.763291950601804,0.4625223151282903
0.6983659739423327,0.07361625814754698,0.0008046754356083747,0.2814341846758349,0.43401660172793655,0.35735735735735735,0.34623305358008327,0.7378466976369158,0.4150146336684942
