0,1,2,3,4,5,6,7,8,9
160,19,18,17,17,301,0,275,51910,267
160,19,17,17,17,301,0,274,51913,70
160,18,16,15,15,302,0,275,51910,265
160,19,17,17,17,302,0,275,51910,268
160,17,16,15,15,302,0,274,51913,69
161,17,16,15,15,302,0,2559,54208,301
161,16,15,14,14,302,0,2559,54208,265
161,19,18,17,17,302,0,2569,54234,262
161,17,16,15,15,302,0,2559,54208,267
161,17,16,15,15,302,0,2389,54213,268
160,19,17,16,15,302,0,275,51910,251
160,18,16,14,14,302,0,274,51913,26
160,18,16,14,14,302,0,275,51910,255
161,18,17,15,15,302,0,274,51913,34
161,16,15,15,15,303,0,2559,54208,261
161,17,15,15,15,303,0,2559,54208,269
161,16,15,14,14,303,0,2559,54208,277
161,18,17,16,16,303,0,2559,54208,279
161,17,16,15,15,303,0,2559,54208,228
161,19,18,16,16,303,0,274,51913,28
161,19,17,16,16,303,0,275,51910,276
161,18,17,16,15,303,0,275,51910,270
161,19,17,17,16,302,0,275,51910,211
161,18,17,16,16,302,0,275,51910,245
161,18,18,17,17,303,0,2559,54208,256
161,17,16,15,15,303,0,2559,54208,298
161,18,17,16,16,303,0,2559,54208,260
161,16,15,14,14,304,0,2559,54208,259
161,19,17,16,16,304,0,2389,54213,243
161,17,17,17,17,304,0,3786,55563,594
161,18,17,17,17,304,0,2559,54208,244
161,18,16,16,16,304,0,2389,54213,244
161,18,18,18,18,304,2,275,51910,215
161,18,17,17,17,305,0,2559,54208,252
161,17,16,16,16,305,0,2559,54208,210
161,19,17,16,15,305,0,275,51910,129
161,19,18,17,17,305,0,275,51910,122
161,18,17,16,16,306,0,2559,54208,211
161,18,16,15,15,306,0,2389,54213,212
161,18,17,16,16,306,0,2559,54208,213
161,19,18,17,17,306,0,275,51910,138
161,17,16,15,15,307,0,2559,54208,123
161,17,18,18,16,307,0,3786,55563,749
161,17,17,18,18,307,0,2409,54210,230
161,18,17,17,17,307,0,275,51910,136
161,19,17,17,16,307,0,2389,54213,129
161,17,15,15,15,308,0,2389,54213,137
161,17,16,15,15,308,0,2559,54208,121
161,18,17,17,17,308,0,275,51910,81
162,17,15,14,14,309,0,2559,54208,132
162,19,18,18,17,309,0,3834,56014,50
162,18,17,16,16,309,0,2559,54208,133
162,18,18,18,18,309,1,275,51910,51
162,16,15,15,15,309,0,2559,54208,84
162,18,16,16,16,310,0,2389,54213,86
162,18,17,17,17,310,0,2389,54213,88
162,16,15,15,15,310,0,2559,54208,88
162,17,16,15,15,310,0,2389,54213,90
162,19,19,18,18,310,2,275,51910,8
162,17,16,15,15,310,0,275,51910,41
162,18,16,15,15,310,0,276,51909,287
162,18,17,16,16,311,0,2559,54208,90
162,19,17,16,16,311,0,2389,54213,93
162,17,16,15,15,311,0,2559,54208,87
162,18,17,16,16,311,0,276,51909,282
162,19,17,16,16,312,0,2389,54213,53
162,17,16,15,15,312,0,2389,54213,58
162,18,16,15,14,312,0,276,51909,300
162,18,16,15,15,312,0,2389,54213,43
162,17,15,15,15,312,0,2389,54213,55
162,19,18,17,16,312,0,275,51910,7
162,16,15,14,14,313,0,2559,54208,58
218,16,15,15,15,502,0,307,51663,391
218,16,15,14,14,503,0,306,51637,599
219,18,17,17,17,504,0,306,51637,625
219,19,18,17,16,505,0,307,51663,426
219,19,16,15,14,505,0,307,51663,425
219,19,18,17,17,506,0,536,52024,209
219,19,17,17,17,508,0,307,51663,461
219,18,18,18,18,508,1,307,51663,467
219,17,16,16,16,508,0,307,51663,462
219,19,18,17,17,508,0,4025,55350,920
219,19,18,18,18,508,0,307,51663,468
219,19,19,18,18,508,1,307,51663,464
219,17,16,15,15,509,0,307,51663,487
219,18,17,16,16,510,0,307,51663,508
220,16,15,14,14,511,0,307,51663,541
220,18,17,17,17,512,0,4022,55352,554
220,19,17,16,16,512,0,307,51663,582
220,19,17,15,15,512,0,307,51663,590
220,18,16,15,15,515,0,308,51662,330
220,19,17,16,16,515,0,2934,54626,351
220,18,18,18,18,515,0,2934,54626,342
220,19,17,16,16,515,0,2909,54653,343
220,18,17,16,16,515,0,2909,54653,342
220,19,17,17,16,516,0,2934,54626,353
220,19,17,16,15,516,0,2934,54626,344
220,19,17,17,17,516,0,2909,54653,333
220,19,17,16,16,517,0,2934,54626,385
221,18,17,17,17,517,0,2909,54653,388
221,19,18,18,18,517,0,4022,55352,756
221,18,17,17,17,518,0,307,51663,626
221,17,16,15,15,518,0,2909,54653,338
221,18,16,16,16,518,0,2934,54626,424
221,18,17,16,16,518,0,2909,54653,386
221,17,16,16,16,518,0,2934,54626,432
221,18,17,17,17,519,0,2909,54653,389
221,17,16,16,16,519,0,2909,54653,382
221,17,15,14,14,519,0,308,51662,465
221,19,18,18,18,519,0,2934,54626,429
221,19,18,16,16,519,0,308,51662,469
221,17,16,15,15,520,0,2909,54653,425
221,18,16,16,16,520,0,2909,54653,376
221,17,16,16,15,521,0,2909,54653,414
221,16,15,14,14,521,0,2909,54653,416
221,17,15,14,14,521,0,2909,54653,415
221,18,16,17,17,521,0,2909,54653,427
221,19,18,17,17,521,0,2934,54626,469
221,19,17,15,15,521,0,2934,54626,470
221,18,17,16,16,522,0,2934,54626,488
221,18,17,17,17,522,0,2909,54653,469
221,19,18,17,17,522,0,2909,54653,462
121,19,17,15,15,104,0,4745,55892,975
122,19,17,15,15,105,0,4745,55892,18
122,18,16,16,16,110,0,2057,53816,354
122,17,16,16,16,111,0,2077,53846,328
122,15,14,14,14,111,0,2057,53816,352
122,19,18,18,18,111,0,2077,53846,321
123,16,15,15,15,112,0,2057,53816,341
123,16,15,14,15,112,0,2057,53816,357
123,19,18,17,17,112,0,2057,53816,355
123,18,17,17,17,113,0,2057,53816,392
123,16,15,14,14,113,0,2057,53816,398
123,16,15,14,14,114,0,2057,53816,381
123,17,16,16,16,114,0,2057,53816,391
123,17,16,16,16,115,0,2057,53816,388
123,19,18,17,17,115,0,1149,53003,532
123,18,17,15,15,115,0,4788,55889,888
123,16,15,14,14,116,0,2057,53816,438
123,18,17,15,15,116,0,4788,55889,892
110,19,18,17,17,25,0,7450,56722,705
110,18,17,16,15,26,0,7450,56722,786
110,19,17,15,15,26,0,7450,56722,782
110,19,17,16,16,26,0,7450,56722,781
110,19,17,16,16,28,0,7450,56722,829
110,19,17,16,16,28,0,7450,56722,830
110,18,16,15,15,29,0,7450,56722,942
119,19,17,16,15,90,0,7451,56739,702
119,19,17,17,17,91,0,7451,56739,746
120,18,16,15,15,92,0,7451,56739,782
120,19,17,17,17,93,0,7451,56739,785
120,19,17,15,15,93,0,7451,56739,824
120,19,17,16,16,95,0,7451,56739,872
244,19,18,16,16,74,0,346,51693,133
243,18,17,16,16,70,0,346,51693,237
244,19,18,17,16,71,0,346,51693,181
243,19,18,18,18,66,0,345,51690,590
174,19,18,18,18,103,0,282,51658,94
239,19,17,16,15,538,0,343,51692,129
239,18,17,16,16,539,0,343,51692,121
243,18,17,16,15,567,0,345,51690,19
243,17,15,14,13,568,0,346,51693,291
243,19,18,18,18,568,1,346,51693,256
244,18,17,17,17,571,0,346,51693,251
244,19,18,17,16,573,0,346,51693,206
244,18,19,19,20,575,0,346,51693,99
244,19,18,18,18,576,1,346,51693,90
245,17,16,15,15,579,0,346,51693,2
245,19,18,17,17,579,0,364,52000,294
245,19,17,15,15,579,0,364,52000,281
245,19,17,15,15,579,0,364,52000,295
245,19,17,15,15,580,0,346,51693,14
205,18,17,15,15,411,0,299,51671,210
205,18,17,17,16,414,0,299,51671,151
205,19,18,17,17,415,0,299,51671,114
205,19,17,16,16,415,0,299,51671,103
205,18,16,15,14,415,0,299,51671,57
205,18,17,17,17,415,0,299,51671,56
205,17,16,16,16,416,0,299,51671,60
205,19,17,17,17,416,0,299,51671,59
206,19,18,17,17,417,0,299,51671,58
206,18,17,17,17,418,0,300,51943,291
206,19,18,18,18,418,2,4043,55630,216
206,19,18,18,18,418,1,300,51943,300
206,19,17,16,15,420,0,299,51671,20
206,18,17,16,16,420,0,300,51943,299
206,19,18,19,19,421,0,299,51671,22
206,19,17,17,16,421,0,299,51671,16
206,18,17,17,17,421,0,299,51671,5
206,18,17,17,17,422,0,4043,55630,98
206,18,16,15,15,422,0,300,51943,255
207,19,17,17,17,424,0,300,51943,216
207,17,16,15,15,424,0,300,51943,218
207,17,16,16,16,425,0,300,51943,202
207,16,15,15,15,425,0,300,51943,213
207,16,15,15,15,425,0,4043,55630,58
207,15,14,14,14,425,0,300,51943,131
207,18,17,17,17,426,0,300,51943,139
207,19,17,16,15,427,0,300,51943,138
207,18,16,14,14,427,0,4040,55605,344
207,19,18,17,17,427,0,300,51943,121
207,19,18,17,16,427,0,300,51943,129
207,19,17,15,15,428,0,300,51943,81
207,17,16,15,15,430,0,300,51943,57
208,19,18,18,18,431,1,300,51943,52
208,19,18,16,16,432,0,300,51943,18
208,17,15,14,14,435,0,4041,55361,644
208,18,17,15,15,435,0,301,51942,307
208,19,17,16,16,435,0,301,51942,284
208,18,17,16,16,435,0,301,51942,273
208,15,14,14,14,437,0,301,51942,256
209,19,18,17,17,438,0,301,51942,230
209,18,17,16,16,439,0,301,51942,189
209,19,17,16,15,439,0,301,51942,123
209,17,17,17,17,440,1,4041,55361,809
209,17,16,16,16,440,0,301,51942,134
209,18,16,15,14,440,0,301,51942,175
209,18,17,17,17,442,0,301,51942,100
209,18,16,15,14,442,0,301,51942,177
209,19,18,17,17,443,0,4037,55631,378
209,19,17,16,15,443,0,301,51942,96
185,18,17,16,16,279,0,288,52000,545
185,18,17,16,16,279,0,288,52000,505
185,19,19,18,17,279,0,288,52000,544
185,19,19,18,18,279,1,288,52000,547
185,17,16,16,16,280,0,2558,54140,426
185,18,16,16,15,280,0,288,52000,599
185,18,17,17,17,280,0,2558,54140,475
185,18,17,17,16,280,0,2558,54140,480
185,19,19,18,18,281,1,288,52000,588
185,16,14,14,13,282,0,2558,54140,467
185,19,19,18,18,282,1,288,52000,594
185,18,18,17,17,282,0,2558,54140,466
185,18,17,17,17,282,0,2558,54140,476
185,19,17,16,16,282,0,288,52000,623
185,16,15,14,14,283,0,2558,54140,462
185,15,13,14,14,283,0,2558,54140,468
186,16,14,14,13,284,0,2558,54140,472
186,18,17,16,16,284,0,2558,54140,493
186,17,16,15,15,284,0,2558,54140,492
186,17,16,16,16,284,0,2558,54140,499
186,17,16,16,16,284,0,2558,54140,497
186,19,18,17,17,284,0,2558,54140,491
186,19,17,16,16,284,0,2558,54140,486
186,19,17,16,16,284,0,289,51990,396
186,19,17,16,16,284,0,288,52000,627
186,16,14,13,13,284,0,288,52000,633
186,19,18,18,18,284,0,2568,54153,175
186,19,18,17,17,284,0,288,52000,626
186,18,18,17,17,285,0,2558,54140,496
186,17,16,15,15,285,0,2558,54140,481
186,18,17,17,17,285,0,2558,54140,488
186,18,17,16,16,285,0,289,51990,436
186,16,14,14,14,286,0,2558,54140,514
186,18,17,16,16,286,0,2558,54140,515
186,16,15,14,14,286,0,2558,54140,512
186,18,17,17,17,287,1,289,51990,438
186,17,15,14,14,287,0,2558,54140,506
186,18,17,17,17,287,0,2558,54140,542
186,18,17,17,17,287,0,2558,54140,556
186,19,18,17,17,287,0,2568,54153,553
186,18,16,14,14,288,0,2558,54140,552
186,18,17,16,16,288,0,2558,54140,559
186,18,17,17,17,288,0,2558,54140,543
186,17,15,15,14,288,0,2558,54140,551
186,19,17,16,16,288,0,2558,54140,550
186,18,16,15,15,289,0,2558,54140,560
186,18,16,15,14,289,0,2558,54140,553
186,16,15,14,14,289,0,2558,54140,584
186,17,15,15,15,289,0,2558,54140,582
186,18,17,16,15,289,0,289,51990,498
161,17,15,15,15,304,0,2409,54210,250
161,18,17,16,16,304,0,2389,54213,229
161,18,17,17,17,304,0,2559,54208,270
161,17,15,14,14,304,0,2559,54208,226
161,17,15,14,14,304,0,2559,54208,253
161,18,17,16,16,304,0,2389,54213,228
161,19,17,16,16,304,0,275,51910,222
161,19,17,16,16,304,0,2389,54213,224
161,18,17,16,16,304,0,275,51910,183
161,18,17,17,17,305,0,2389,54213,222
161,16,15,14,14,305,0,2409,54210,204
161,17,16,15,15,305,0,2559,54208,193
161,18,17,15,15,305,0,275,51910,189
161,19,17,17,16,305,0,275,51910,218
161,17,16,15,15,306,0,2559,54208,188
161,18,16,16,16,306,0,2389,54213,193
161,19,17,16,15,306,0,275,51910,188
161,19,17,16,16,306,0,275,51910,140
161,19,17,16,16,307,0,2559,54208,212
161,18,17,17,17,307,0,2389,54213,189
161,16,15,14,14,307,0,2559,54208,168
161,19,18,17,17,307,0,3834,56014,110
161,17,16,15,14,307,0,2559,54208,163
161,18,17,16,16,307,0,2389,54213,186
161,18,17,17,17,307,0,2389,54213,184
161,19,18,18,18,308,0,2409,54210,163
161,17,16,15,15,308,0,2559,54208,169
161,15,14,14,14,308,0,2559,54208,164
161,19,17,16,16,308,0,2559,54208,162
162,19,17,16,16,308,0,2559,54208,170
162,18,17,16,16,308,0,275,51910,100
162,16,15,14,14,309,0,2559,54208,161
162,16,15,14,14,309,0,2559,54208,180
162,16,15,15,15,309,0,2559,54208,171
162,19,18,17,17,309,0,2409,54210,151
162,18,16,15,15,309,0,2559,54208,144
162,19,18,17,17,309,0,2559,54208,166
162,19,18,17,17,309,0,2409,54210,149
162,18,17,15,15,309,0,275,51910,141
162,19,17,16,16,310,0,2389,54213,172
162,19,18,17,17,310,0,2559,54208,146
162,18,16,15,15,310,0,275,51910,103
162,18,17,16,16,310,0,2559,54208,155
162,19,18,17,17,310,0,275,51910,119
162,16,15,15,15,311,0,2389,54213,144
162,17,15,14,14,311,0,2559,54208,157
162,16,15,14,14,311,0,2559,54208,105
162,19,17,16,16,311,0,2389,54213,155
162,17,15,14,13,311,0,275,51910,70
162,19,17,16,16,311,0,275,51910,2
152,19,17,16,15,244,0,270,51909,228
152,19,17,16,15,244,0,270,51909,434
152,18,16,15,15,244,0,270,51909,440
152,19,17,15,15,244,0,270,51909,422
152,19,18,17,17,244,0,270,51909,224
152,18,17,15,15,244,0,270,51909,480
152,17,16,15,14,245,0,270,51909,473
152,18,17,16,15,245,0,270,51909,199
152,18,17,16,16,245,0,270,51909,193
152,18,17,16,16,245,0,270,51909,465
152,17,16,15,15,246,0,270,51909,171
152,19,17,17,17,246,0,270,51909,173
153,17,16,15,15,249,0,270,51909,489
153,17,16,15,15,251,0,270,51909,518
153,18,16,15,14,251,0,270,51909,80
153,19,17,16,15,251,0,270,51909,601
153,19,17,15,15,251,0,270,51909,119
153,18,16,14,14,252,0,271,51883,358
153,19,17,16,16,252,0,270,51909,67
153,18,17,16,15,252,0,271,51883,346
153,18,17,17,17,252,0,270,51909,77
153,19,18,17,16,252,0,270,51909,554
153,19,18,18,18,253,0,3831,55543,488
153,19,17,16,15,253,0,270,51909,39
153,17,16,16,16,254,0,3831,55543,480
153,19,18,16,16,254,0,271,51883,318
154,19,17,15,15,255,0,271,51883,265
154,19,18,17,16,256,0,271,51883,397
154,19,19,18,18,257,0,271,51883,228
154,19,18,18,17,257,0,271,51883,193
154,18,17,16,16,257,0,271,51883,234
154,19,17,16,15,258,0,271,51883,195
154,19,17,16,15,258,0,271,51883,200
154,19,17,16,16,258,0,271,51883,172
154,18,16,15,14,258,0,271,51883,168
154,18,18,18,18,259,1,271,51883,158
154,18,18,18,18,259,1,271,51883,152
154,19,18,18,18,259,2,271,51883,151
154,19,17,16,15,259,0,272,51941,304
154,19,17,16,15,259,0,271,51883,180
154,19,17,16,15,259,0,272,51941,310
154,18,16,15,15,259,0,272,51941,303
154,19,17,15,15,260,0,271,51883,155
154,19,18,17,17,260,0,3831,55543,306
154,18,18,18,18,261,0,272,51941,309
154,18,16,15,15,261,0,271,51883,119
154,19,17,16,16,261,0,271,51883,118
155,19,17,15,15,262,0,271,51883,75
155,18,16,15,14,263,0,271,51883,79
162,19,17,16,16,313,0,2559,54208,51
162,18,16,15,15,313,0,2559,54208,54
162,18,17,16,16,313,0,2559,54208,55
162,18,17,16,16,313,0,2559,54208,43
162,17,15,14,14,313,0,2559,54208,10
162,17,16,15,15,313,0,276,51909,256
162,17,16,15,15,313,0,2389,54213,11
162,19,17,16,15,313,0,276,51909,293
162,19,17,17,16,313,0,2389,54213,51
162,19,18,16,16,313,0,276,51909,242
162,19,18,18,18,314,0,2409,54210,28
162,17,16,15,15,314,0,2559,54208,5
162,17,15,14,14,314,0,2389,54213,6
162,19,17,16,16,314,0,276,51909,247
162,19,18,17,17,314,0,2389,54213,1
162,17,16,15,14,314,0,276,51909,245
162,17,16,15,15,315,0,2559,54208,18
162,15,15,15,15,315,0,276,51909,251
162,19,18,17,17,315,0,276,51909,204
163,19,18,18,18,315,2,3835,55570,216
163,17,16,15,15,315,0,2559,54208,1
163,18,16,15,14,315,0,276,51909,211
162,19,17,16,16,315,0,276,51909,252
163,19,18,17,16,315,0,276,51909,203
163,17,16,16,16,316,0,2559,54208,14
163,18,17,17,17,316,0,276,51909,212
163,19,18,17,17,316,0,276,51909,219
163,18,17,15,15,316,0,276,51909,214
163,19,17,16,16,316,0,276,51909,216
163,19,19,18,18,318,1,276,51909,137
163,18,18,17,17,318,1,276,51909,139
163,18,16,15,15,319,0,276,51909,90
163,19,18,17,17,319,0,3772,55277,832
163,19,17,15,15,320,0,276,51909,99
163,18,18,18,19,321,0,3835,55570,42
163,17,16,14,14,321,0,276,51909,41
163,18,17,15,15,321,0,276,51909,51
164,18,16,15,14,322,0,276,51909,57
164,18,16,15,15,322,0,276,51909,19
164,18,18,17,17,323,0,3772,55277,910
164,19,17,15,15,323,0,277,51908,300
164,18,17,16,16,323,0,276,51909,14
164,18,17,16,16,323,0,276,51909,13
164,19,18,18,18,323,0,3772,55277,918
164,19,17,17,16,324,0,276,51909,20
164,18,17,16,16,324,0,276,51909,15
164,19,18,17,17,324,0,277,51908,282
164,19,18,18,18,325,1,277,51908,285
164,18,17,16,16,326,0,277,51908,247
221,19,18,17,17,522,0,2934,54626,499
221,19,18,18,18,522,0,2934,54626,490
221,18,17,17,16,522,0,308,51662,487
221,17,16,14,14,522,0,4022,55352,880
221,19,18,16,16,522,0,308,51662,481
221,19,17,16,16,522,0,308,51662,485
221,16,15,16,16,523,0,2909,54653,466
221,17,16,16,16,523,0,2909,54653,454
221,17,16,16,16,523,0,2909,54653,460
221,18,16,16,16,523,0,2909,54653,500
221,17,16,16,16,523,0,2909,54653,461
221,19,18,17,16,523,0,308,51662,486
221,18,17,17,17,524,0,2909,54653,498
221,17,16,15,15,524,0,2909,54653,488
222,17,16,16,16,524,0,2909,54653,485
222,17,16,16,16,524,0,4022,55352,958
222,19,19,19,19,524,0,537,52027,43
222,19,18,18,18,524,0,308,51662,506
222,16,15,15,15,525,0,2909,54653,482
222,17,16,15,15,525,0,2909,54653,457
222,18,17,18,18,525,0,2934,54626,516
222,17,16,16,16,525,0,2909,54653,508
222,19,18,17,17,525,0,2934,54626,508
222,17,16,15,15,525,0,309,51994,346
222,18,17,16,16,525,0,308,51662,508
222,19,18,17,17,526,0,2909,54653,539
222,17,16,16,16,526,0,2909,54653,532
222,18,17,16,16,526,0,2909,54653,507
222,19,17,24,18,526,0,308,51662,552
222,19,18,17,17,526,0,2934,54626,511
222,16,15,15,16,527,0,2909,54653,501
222,19,18,17,17,527,0,2909,54653,535
222,17,16,16,16,527,0,2909,54653,504
222,19,17,16,16,527,0,2909,54653,528
222,16,15,13,13,527,0,308,51662,560
222,18,17,16,16,527,0,2909,54653,542
222,17,15,14,14,527,0,309,51994,341
222,19,19,19,18,527,1,4019,55363,522
222,18,17,17,17,528,0,308,51662,587
222,18,17,17,17,528,0,308,51662,582
222,18,18,17,17,528,1,4018,55622,166
222,18,17,16,15,528,0,308,51662,590
222,17,16,15,14,528,0,308,51662,583
222,18,17,17,16,528,0,309,51994,348
222,18,17,15,15,529,0,308,51662,599
222,19,17,17,17,530,0,2909,54653,584
222,17,16,16,16,530,0,2909,54653,590
222,18,17,16,16,530,0,2909,54653,587
222,18,17,16,16,530,0,2909,54653,583
223,18,17,16,16,531,0,309,51994,398
245,18,16,15,14,581,0,364,52000,286
246,18,16,16,16,583,0,364,52000,255
246,17,16,15,14,583,0,364,52000,259
246,19,17,17,17,584,0,364,52000,203
246,18,16,15,15,584,0,364,52000,201
246,19,18,17,17,585,0,364,52000,209
247,18,17,17,17,591,0,364,52000,54
247,18,16,15,15,591,0,364,52000,15
249,19,19,20,20,607,0,348,51671,3
249,19,18,18,18,607,0,348,51671,4
249,19,17,16,16,608,0,348,51671,6
183,18,16,15,15,167,0,3306,54922,109
184,18,17,16,16,169,0,3306,54922,66
238,18,17,17,17,536,0,343,51692,187
239,17,16,16,16,539,0,343,51692,147
239,18,17,15,15,539,0,343,51692,150
239,19,17,17,17,540,2,343,51692,145
242,18,16,16,15,563,0,346,51693,303
242,18,17,15,15,563,0,345,51690,112
243,19,18,17,17,563,0,346,51693,314
243,17,16,16,15,569,0,346,51693,223
244,17,17,18,18,570,0,346,51693,195
244,19,17,17,17,570,0,346,51693,193
244,18,16,15,14,571,0,346,51693,162
244,18,17,16,16,573,0,346,51693,148
244,17,16,15,14,573,0,346,51693,146
244,18,17,16,16,576,0,346,51693,81
244,19,17,16,16,576,0,346,51693,106
244,18,17,16,15,576,0,346,51693,108
245,19,18,18,18,577,0,364,52000,307
245,18,16,14,14,579,0,364,52000,302
245,19,17,16,16,579,0,346,51693,67
245,19,17,15,15,583,0,364,52000,221
246,19,17,15,15,583,0,364,52000,190
246,19,18,17,17,585,0,364,52000,161
246,18,16,16,15,588,0,364,52000,146
246,17,15,14,14,588,0,364,52000,107
247,19,19,18,18,590,1,364,52000,74
248,19,17,17,18,598,0,348,51671,236
248,18,16,15,15,602,0,348,51671,163
249,18,17,16,15,606,0,348,51671,106
189,17,16,17,17,205,0,2895,54567,116
189,18,17,17,17,205,0,291,51928,310
189,17,16,16,16,205,0,2895,54567,117
189,17,16,15,15,205,0,2895,54567,119
189,16,14,13,13,205,0,290,51941,516
189,19,18,17,16,205,0,291,51928,318
225,19,18,18,19,446,0,4016,55632,396
225,19,18,17,16,446,0,310,51990,224
145,19,18,17,16,197,0,266,51630,359
145,19,18,17,17,197,0,266,51630,346
145,19,18,18,18,199,1,266,51630,396
145,19,17,17,16,199,0,266,51630,390
145,19,17,15,15,199,0,266,51630,383
145,17,16,15,15,200,0,266,51630,431
145,18,17,17,17,200,0,266,51630,438
145,17,15,14,13,200,0,266,51630,430
145,19,17,16,16,200,0,266,51630,435
145,19,17,15,15,201,0,480,51989,246
146,19,17,16,16,202,0,266,51630,497
146,19,18,17,17,203,0,3827,55565,560
146,19,17,16,16,205,0,267,51608,343
146,18,17,16,16,207,0,266,51630,559
146,18,17,16,16,207,0,266,51630,583
146,19,17,16,16,207,0,266,51630,595
146,18,17,16,16,208,0,266,51630,599
147,19,18,18,18,209,1,267,51608,349
147,16,15,15,14,209,0,266,51630,638
147,18,16,15,15,209,0,266,51630,634
147,18,16,15,15,209,0,266,51630,622
147,18,18,18,18,210,0,266,51630,628
147,18,17,16,16,210,0,266,51630,640
147,18,17,16,16,210,0,267,51608,358
147,18,17,16,15,210,0,266,51630,632
147,18,17,16,16,211,0,267,51608,359
147,18,16,15,15,211,0,267,51608,355
147,19,18,18,18,211,0,480,51989,50
147,17,15,14,14,211,0,267,51608,392
147,17,16,15,15,211,0,480,51989,1
147,18,18,17,17,213,0,267,51608,438
147,19,17,16,15,214,0,267,51608,440
147,18,16,15,15,214,0,267,51608,434
147,18,16,15,14,214,0,267,51608,467
148,16,17,18,18,215,0,3828,55539,580
148,18,16,15,15,215,0,267,51608,473
148,18,16,15,15,216,0,267,51608,465
148,18,16,16,16,216,0,268,51633,360
148,18,17,16,16,216,0,267,51608,493
148,18,17,16,16,216,0,268,51633,355
148,19,17,15,15,216,0,267,51608,489
148,18,17,17,17,217,0,267,51608,506
148,19,18,17,16,217,0,268,51633,352
148,18,17,16,16,218,0,267,51608,557
148,18,16,15,15,218,0,267,51608,558
148,18,17,16,16,219,0,2867,54479,352
148,18,17,17,17,219,0,2852,54468,352
148,18,17,16,15,219,0,267,51608,560
148,18,17,17,17,220,0,2852,54468,346
186,19,19,19,19,289,1,289,51990,494
186,18,17,16,16,290,0,2558,54140,597
187,18,16,15,15,290,0,2558,54140,592
187,17,16,15,15,290,0,2558,54140,593
186,19,18,17,17,290,0,2558,54140,600
187,17,16,15,15,291,0,2558,54140,595
