u,g,r,i,z,g-r,r-i,i-z,u-g,log_redshift
1.0314863715821878,-0.3485593778655272,-0.8372802664917971,-0.9460577173749075,-0.9953415370621524,1.7890887734049346,0.7606069206542913,0.5023857157565499,2.3691428036461177,-0.4553256215249569
0.05243045835858617,-0.16653251335264158,-0.15415531280396136,-0.08264456912700441,-0.026043083488601137,0.02266887052347927,-0.2869202716481553,-0.26978827276471407,0.4018860050103011,-0.45553160720352764
0.921567957539332,0.8670932173812246,0.59315367811581,0.44120144828734953,0.31452752794843875,0.5909572381374932,0.5293437026672438,0.5364591397192326,-0.1122995264742956,0.0652789412456933
-1.0306303837430677,-0.8136274921605184,-0.6366922721249053,-0.5266042878482259,-0.4309210730998558,-0.2833935131945745,-0.32090914240689394,-0.3544153571544521,-0.16961574885789657,-0.4557814391899031
-1.2902323824777908,-1.172519438986145,-0.37676237495609505,-0.025101209581572314,0.158276474271687,-2.2385349811814,-1.5262884940984822,-0.9378157279929855,0.07883457078676619,-0.45263927181993835
0.9799183672777146,1.1591358537459606,1.2396114049303035,1.2534912191126226,1.3454237558077726,-0.721694118212521,-0.43966593002186577,-0.8028062064121868,-0.5679284845149802,-0.453875098386079
0.9218575976290384,0.5479300696206442,0.2476388207506786,0.07037522305233433,-0.044287195559481345,0.8038633101584212,0.7519054429239914,0.5720307669968695,0.4918314625449251,-0.026959984724528853
0.4351536318918545,0.5003422456074277,0.5050586753135984,0.54578672322373,0.538493743830866,-0.20992079100543432,-0.34272411474483,-0.1058420243010151,-0.22497141633972298,-0.45387400023626934
-0.8607081977831021,-0.4233206003872925,-0.15505443254338355,-0.04013079938065373,0.04415726755953176,-0.7437866494316028,-0.4891377118594075,-0.4235467386867957,-0.6261449617004193,-0.4548859719518889
0.06412467698040383,0.3615558844432955,0.6112671945329349,0.6124476835738496,0.6679313553478666,-0.9852513593698954,-0.19038697645235345,-0.4466618755458972,-0.5775312024012372,-0.2772431907046965
0.8186733156718143,0.45518722877870366,0.32002732560484437,0.297588287485759,0.3128901292796627,0.28096447583814127,0.007867818970925424,-0.156994966054055,0.4961926969182657,-0.4554405849378824
0.25791803366684873,0.1543441768596215,0.09531295156343805,0.11438669667726407,0.15158558123430216,0.1399462959332409,-0.11779295801690828,-0.221631737641567,0.13563064595153365,-0.4524940132911569
1.1382187446382903,0.8665008817189128,0.7648387191925005,0.7813904327780865,0.8055642718771135,0.008151827053834531,-0.3085309839454744,-0.32980201698039663,0.24796243955848804,-0.45504019858805395
1.159217651141864,0.3767873729027368,0.13715011693846293,0.085115782278355,0.06767928904499258,0.6649371059500304,0.2012203734193973,0.06743589052430575,1.2089944433502942,-0.4552482336176066
0.7691327919952732,0.18696494797692995,-0.1921712192864369,-0.38043364440017047,-0.5456137849295015,1.210625796721577,0.9362297035771663,0.9506481475872868,0.9213730369946012,-0.1431892139114113
0.14357053991893332,1.3091554376489314,1.4573201376687082,1.513609976363734,1.2914644047534884,-1.0089287206620898,-0.7033247904508526,0.7463788270471542,-2.2380811928824134,0.623216718726862
0.5312779366625331,0.7649470479000854,1.0177817067195432,1.1465936995917716,1.2341886980198067,-1.1521973592707817,-0.9086469832795029,-0.7523809634121217,-0.5660879635867794,-0.45434409569174794
0.7266039721569996,2.0420227358440464,2.151581063962523,2.2158404083689307,2.3369974806113714,-1.1623719683401252,-0.9504794395979514,-1.2061653446036347,-2.6576999588496286,3.0350246816469233
0.5124392624946716,0.14716210695409382,0.03033281872888848,0.02413908986506686,0.050033617096711676,0.3383353244845466,0.019714901326737977,-0.13970141921872184,0.5711339077556037,-0.4542090604623961
-0.9687801562540888,-0.5311680006181837,-0.28296358130691857,-0.3396715750966022,-0.2793993587253029,-0.6340847117712782,0.3500850910213783,-0.22116087374258772,-0.6013179348319841,-0.14032659409052817
0.9339017980259152,1.1749491004451729,1.2405479879922037,1.2854334766867779,1.3468616744356812,-0.6774773591728966,-0.5845680028358735,-0.6540988259519018,-0.67411853980718,-0.45649717575287335
-1.3347162729215687,-1.009087683300832,-0.7249277623864032,-0.565859894771,-0.43890027473449944,-0.5705013292382997,-0.5226772105287976,-0.5051774164466485,-0.3040137879409777,-0.4554446203686423
0.5526750982894525,1.3467687522057228,1.55080985890746,1.7019440494695828,1.6912722766593962,-1.2126110816575575,-1.1739807760415326,-0.3922128865000025,-1.6310493828350623,2.481580136896789
0.013232499551912379,-0.14550459734058038,-0.10627718667968752,-0.05768283781734101,0.01459266316950004,-0.07635131244413862,-0.19451302927282904,-0.35706931731234826,0.2971363574010424,-0.4552661232874556
0.7210646054414008,0.9811918743340086,1.2690013814126904,1.3698304040200793,1.532461229124862,-1.3543899799975307,-0.8541095524346519,-1.1974757653769788,-0.6604746781437859,-0.45489090353547473
0.957435055314406,0.10488414905659799,-0.3205580254115422,-0.45418023304134797,-0.6269933299345052,1.3991571822181594,0.7202042846201613,1.0093349117240251,1.3887653244459544,0.03994382548980653
-0.16162563627010237,-0.034833025291169155,0.05696924100929367,0.07316918525857377,0.0532003627454624,-0.297181534830596,-0.09279152904535207,0.08361648632567831,-0.20204492738627547,-0.3608017132206036
-1.0752952992429168,-1.2418967534343999,-1.1053865337909832,-0.9351621406207954,-0.8200983211612728,0.019435817174337802,-0.45964256199425646,-0.3468815347707385,0.566352554474734,-0.4544992406089675
-1.0995647250927376,-0.8051972863951182,-0.6024507953818793,-0.45638737559925546,-0.34954152809485206,-0.3740140967747269,-0.4990647498334163,-0.43035286231751924,-0.2998326045280119,-0.4545126219918846
-0.518474295123105,-0.1423207931556517,0.046985265569453115,0.1521270827170304,0.23911576083267808,-0.5854938217298692,-0.5046206229382033,-0.48796948122930883,-0.5902948149250554,-0.45295541369757697
0.5515768796159883,0.44171159246111225,0.13788065172674308,0.018927781047787706,-0.11989013104773735,0.857018510810369,0.5131254554422096,0.7099510835895524,0.07891459343582242,0.0405929709044319
0.6767617400536814,0.7397833596743787,0.821146092873865,0.7921108394879223,0.9424075799112688,-0.5621334264523064,-0.11293156905022325,-0.9821625461152715,-0.2773262344820936,-0.15998012956195254
-0.27862816417364467,-0.39141909400279395,-0.4328168712107464,-0.36242616384835813,-0.3411384313733663,0.2918364101396359,-0.19741352184958838,-0.014408816280545932,0.2784310631850995,-0.4546759498079638
-0.827025469017886,-0.7680493784301443,-0.5796543636552608,-0.44956450237461437,-0.30119255318992755,-0.3398451603985799,-0.43145467638905105,-0.6460085280512156,0.08169538049037889,-0.45457669628269154
0.4962918274936446,0.7772274354705085,0.9222034052527595,0.9885640441460724,1.0513984872394904,-0.7919337870525479,-0.5884489436076029,-0.5833408236776293,-0.6473109523747079,-0.45603597578342814
-0.5908360442009436,-0.2091383713489197,-0.08418319224948984,0.00422225583062138,0.051895430811462445,-0.3418103496892459,-0.3868851355263163,-0.24663033009660065,-0.5838729973386146,-0.4521819140365254
-0.5654804680147292,-0.6286389493360777,-0.5801788501699242,-0.4905893267445996,-0.41829564884670434,0.07969105655379216,-0.24239158279355705,-0.24341989442172418,0.2515834644281029,-0.4539210057710094
1.0880385990969879,0.22602736942187443,-0.38780468925588457,-0.559536256172552,-0.7149224696146145,1.9897599572614926,0.9182956720109524,0.9472664886764157,1.3761417515579792,0.17384600931401875
0.3458358692292311,0.09958486036341824,0.011919595731957302,0.002882204991893077,-0.0033688521768187323,0.2580795295825032,0.03854767707166353,0.03143620515668645,0.3849412090735029,-0.4526933892970892
-1.1072160507957665,-0.6464936385857585,-0.3310852190272869,-0.17678970942439323,-0.07172401284694202,-0.8168156192002904,-0.6195373217895894,-0.49464718743304215,-0.612681150997393,-0.45212676773748506
0.28258571464001525,0.640482516856845,0.7213906309510105,0.7648018295849309,0.8169761925483311,-0.5221006188056674,-0.42066974624445247,-0.4696485949780085,-0.7429380179920329,-0.4583182982687639
0.16343502273783117,0.2226954813213734,0.2243085366787746,0.2514134638139897,0.2795021574396972,-0.09178755735617203,-0.19426791722408288,-0.21071625634699,-0.1502702734495394,-0.45754244194749205
-0.34176970372922544,-0.06885001618392252,0.08248176361542277,0.1744174708514508,0.26201440719043523,-0.4854593475154799,-0.4537598728244721,-0.49695870111895685,-0.43633123814871777,-0.45494425465011046
0.6661053984199709,0.6782544927517533,0.5469333040110977,0.40407415740255903,0.3320817715446565,0.18150054045005948,0.500910705013285,0.26459944677071484,-0.17861829687626388,0.04637292350858265
0.6051965012225343,0.5817143572174944,0.3221627349859763,0.18035573535248553,0.08290626549777484,0.6528923973944374,0.5639862055559552,0.4544860154873908,-0.09699519484306833,0.20061979949873748
-1.290522022567493,0.054726011365850126,0.4836296548573503,0.53413791527922,0.4596825043520137,-1.4727450898570194,-0.381860338527129,0.24311093065353478,-2.242802529176496,4.536306587555324
0.33515539092137936,0.7121339771514753,0.8514820182487706,0.9233394781590337,0.9887285077340545,-0.7476536348099793,-0.5926975524524444,-0.5793598834407965,-0.7913117093440604,-0.4541633697721475
1.0428426767660168,0.151562314731265,-0.49119409345890563,-0.6556520594680737,-0.8195580627172602,2.1165146665084356,0.9156402914829319,1.0163978702087517,1.4420604087146878,0.2044401231431532
0.8427134431172859,1.0729298600345278,1.1980083853207544,1.2403972583028182,1.2603205833732674,-0.8392251164340037,-0.5600567979617805,-0.42851221253059896,-0.6323267113396914,-0.45270045145870874
-0.7909049361643216,-1.0319454934125367,-1.0293547208260272,-0.9641177489400045,-0.9128731635007544,0.3912686489262455,0.007050778808464851,-0.010599099279692418,0.6406935954441823,-0.45371734856002455
0.6932953618409794,0.8788235789795033,0.9928966947648892,1.0446797678306372,1.1010939524202603,-0.7267338778449959,-0.5418368023387131,-0.5650199374263289,-0.5128929076293645,-0.45643561689528456
0.6977485782201889,0.7433585284933313,0.8690804139818507,0.9031949230670256,0.8917895195414924,-0.713643181441148,-0.4219770105043981,-0.17856909378922856,-0.24929830165157274,-0.3517905330684601
0.7807183955834516,0.834557065644247,0.7100298784101775,0.554956875041699,0.5321768758701086,0.09791660239449754,0.5085500305323927,-0.028491927441017847,-0.28424819362510556,0.06739030383959305
0.9210007456969941,0.5829096059646589,0.2521437852784116,0.07124231477151037,-0.06421026464098312,0.89343790589033,0.7675109100271676,0.6788740662567396,0.4242523354203763,0.029431617563865857
1.0471269364262297,1.2124883730441745,1.260085110663414,1.2992894271891922,1.3596367087194825,-0.6311052312338409,-0.5639785907416319,-0.6521725645469881,-0.5574255118268779,-0.4517436791880495
0.7772547828440711,0.3226098146463007,-0.014473314952353404,-0.1405820612720634,-0.23621192987779152,1.0157233943311055,0.5925826112424019,0.5294389870435103,0.6782842348364356,0.10477628476000249
0.8439444134985306,0.9542300242762848,0.8503019235907794,0.7292335520942146,0.6805734029377563,-0.01818804876118822,0.30751729855670573,0.05900314615163042,-0.4057825918730501,-0.1322731984095127
0.14176028935828017,0.29491812243322996,0.37333763348813265,0.4336954118900239,0.5067764173331559,-0.3797194850379144,-0.3944427570291655,-0.49032380072422027,-0.32279910480596974,-0.45480676697939393
0.8143769876745308,0.6340197116841234,0.39320256023100875,0.24221703648937998,0.11426619025560153,0.5692133695344926,0.5853109537964063,0.595317127091973,0.15083494927144242,-0.08155968092460984
1.0460287177527656,0.5989872882274043,0.35076598169636797,0.21454016949340252,0.09664545331242795,0.6078515267167957,0.5293028506591074,0.550799085733685,0.6011023898256298,0.10669984336026007
0.8431961766001256,-0.06579314106949563,-0.62349581678275,-0.7825102055344427,-0.9227806721971047,1.9129273953173618,0.9302653103911308,0.9280038746271569,1.5222030917404177,0.12042641686049364
0.8112512883731349,-0.0628631950255593,-0.6203395318641504,-0.7660179458656367,-0.9218082069978822,1.91102559922964,0.8671081058322166,1.0035989333182502,1.4637065352832923,0.12185290184990065
1.0937469225315788,2.0354330016008304,1.9835767943190958,1.6969604617098661,1.7904221686382231,-0.6135453140238369,0.7369127559426734,-0.9271998873613857,-2.036624173893631,0.11108035563685285
0.9236075065043344,1.2961663627682392,1.201960765841968,1.0195165909700552,1.0101975471322693,-0.18364430839335588,0.4874295423325368,-0.21987669947262498,-0.9204482592519628,0.10138609140678938
-0.41952599947780744,-0.3175675298195781,-0.1774949627064807,-0.1690647104717187,-0.12066311620609381,-0.3509389709103234,0.014363288262560631,-0.20485186051420978,-0.09481457765639448,-0.2948980773817003
0.5908231117709487,0.41376604210705287,0.07209505745896429,-0.0974376793663097,-0.19240943757093962,0.9959130184172987,0.7689407303114936,0.5147137887480722,0.19682796681416626,0.1257082115778437
-1.004430023961884,-1.3206033545640636,-1.2659075047698385,-1.1527758866277682,-1.0660239648757126,0.3268294581537945,-0.14479613538654115,-0.14389638850055353,0.8326879361825577,-0.4546150749485276
-1.3017214393694003,-1.6234984264561534,-1.5816202891053466,-1.4614430216506193,-1.3291963204567017,0.48762631737103507,-0.08217000693323401,-0.2970983789056548,0.9127505965592349,-0.4542245388328106
-0.21501595947229907,0.18500812480679207,0.40863744909110433,0.5292068785327849,0.6489558164604784,-0.8285433617412744,-0.6859626869983604,-0.7557626223230003,-0.7063476617129361,-0.4557975238677335
0.6196543690336139,0.4532621378761922,0.39648996677827264,0.42815127998861613,0.47025494651791905,0.01642464003544517,-0.267597271805752,-0.32933115308141736,0.1699203510703757,-0.4544494675945064
0.9709153878227356,0.9244757346676674,1.3846131945734956,1.5985061383232286,1.7481988933215635,-1.9156100054855048,-1.4164374442544343,-1.1909264766002357,-0.1390270912577114,-0.451562050067793
-0.7980011183620788,-0.4978068099229874,-0.293069312544808,-0.16143605504339673,-0.04059681480345918,-0.4999129977822029,-0.5253325910568253,-0.579916358957754,-0.38131566692535723,-0.4556289089102314
-2.7459755416696225,-2.6624022910381178,-2.3815839797650735,-2.1572447130308,-1.9446670515439843,0.08171963904736307,-0.32605649543044707,-0.5279929126427653,0.4835491183680248,-0.45550022000664087
0.8734877026483847,0.7918560108451009,0.6695413926442859,0.5350400410072536,0.47648038612661325,0.10698183041266449,0.42484426588735885,0.1610093889947027,-0.049701809253253626,-0.08570429074357062
-1.0685008254719324,-0.5556970434914112,-0.24884386036194142,-0.08864414314353734,0.0423619471917368,-0.8230598496883245,-0.6719504482120124,-0.6514020599850165,-0.7202315913234846,-0.4521472346955459
-1.5065090511275445,-1.6787019946990924,-1.733749475849589,-1.7489320983202188,-1.798739089982053,0.8370496518892464,0.5951971397622932,0.7160295084673238,0.6776840649685423,-0.2832744714222736
1.0757409636216162,0.7262231039764565,0.7075104699736683,0.6624762482197425,0.724118233525154,-0.21819360398704496,-0.003938411376765189,-0.4915223633761591,0.40970821895515125,-0.28297563130054043
0.9954985904364039,0.9079643780807272,0.7489823679545531,0.5701966688939157,0.5198257366731466,0.18606485106059825,0.6073710381830957,0.10959961238768241,-0.06704671843529746,0.08214763656536815
0.5943712028698273,0.5676463852375911,0.5308334411770559,0.5375362141382217,0.5276054582669257,-0.095464363125783,-0.1918167967366794,-0.09008948658962505,-0.088332743083174,-0.3706941211451681
0.05786121004054555,-0.706224343676363,-0.9565260219327673,-1.033896736078277,-1.1317858850145743,1.1208610213809083,0.6501839426965073,0.775786417829026,1.4316374586756415,-0.1958919703539565
0.5138874629431908,0.5338303653731182,0.6140956753798691,0.6913004790057401,0.7566334801863309,-0.4785811849982053,-0.5458402991348084,-0.5181047707641478,-0.1577924024604411,-0.4550119531968234
