0
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_QSO
class_STAR
class_QSO
class_STAR
class_GALAXY
class_STAR
class_STAR
class_QSO
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_QSO
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_GALAXY
class_GALAXY
class_STAR
class_GALAXY
class_GALAXY
class_GALAXY
class_GALAXY
class_QSO
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_GALAXY
class_GALAXY
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_QSO
class_STAR
class_STAR
class_QSO
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_QSO
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_QSO
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_GALAXY
class_STAR
class_STAR
class_GALAXY
class_STAR
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_QSO
class_STAR
class_STAR
class_STAR
class_QSO
class_GALAXY
class_GALAXY
class_GALAXY
class_STAR
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
class_STAR
class_GALAXY
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_STAR
class_GALAXY
